Name,Price,Product Details
OfficeDepot®BrandWoodPencils #2Lead Medium Packof12, $0.99 ,"Item :137789 ,OfficeMax :25416791,Manufacturer :2016-07 ,Color (Barrel): Yellow ,primary material: Wood ,material family: Wood ,eraser included: Yes ,grip type: Hexagonal ,lead type: 2 Medium ,presharpened: No ,Product Line: Pencils ,quantity: 12 ,brand name: Office Depot ,Distributed By: Office Depot Inc. ,manufacturer: OFFICE DEPOT ,Product Type: Standard Pencil"
Sharpie®PermanentUltra-FinePointMarkers Black PackOf5Markers, $3.49 ,"Item :548051 ,OfficeMax :10017251,Manufacturer :37665 ,quantity: 5 ,point type: Ultra Fine ,Color (Barrel): Gray ,Color (Ink): Black ,pocket clip: Yes ,erasable: No ,grip type: Resin ,Low Viscosity: Yes ,magnetic: No ,Permanent: Yes ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,visible ink supply: No ,washable: No ,ink type: Liquid ,Product Line: Twin Tip ,marker type: Permanent ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Marker Pen"
Sharpie®PermanentMarkers ChiselTip BlackInk PackOf12Markers, $11.99 ,"Item :754871 ,OfficeMax :20475914,Manufacturer :38201 ,quantity: 12 ,point type: Chisel ,Color (Barrel): Gray ,Color (Ink): Black ,pocket clip: Yes ,erasable: No ,grip type: Contoured ,Low Viscosity: No ,magnetic: No ,odorless: No ,Permanent: Yes ,Pressure-Resistant Tip: Yes ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,visible ink supply: No ,washable: No ,ink type: Liquid ,Product Line: Sharpie Permanent Markers ,marker type: Permanent ,Quick Drying: Yes ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic; ASTM D4236 ,manufacturer: NEWELL BRANDS INC. ,Product Type: Marker Pen ,Marker Point Style: Chisel"
Sharpie®ClearView®StickHighlighters ChiselTip AssortedInkColors PackOf8, $10.99 ,"Item :985655 ,OfficeMax :25238957,Manufacturer :1966798 ,point type: Chisel ,Color (Ink): Fluorescent Green; Orange; Pink; Fluorescent Yellow; Coral; Blue; Purple ,erasable: Yes ,pocket clip: Yes ,retractable: No ,visible ink supply: Yes ,washable: No ,Product Line: Clear View ,quantity: 8 ,brand name: Sharpie ,manufacturer: NEWELL BRANDS INC. ,Product Type: Highlighter"
PaperMate®InkJoy®GelPens MediumPoint 0.7mm AssortedBarrels AssortedInkColors PackOf14, $12.99 ,"Item :350960 ,OfficeMax :25109579,Manufacturer :1951636 ,Color (Ink): Berry; Black; Blue; Bright Blue; Chocolate; Dark Blue; Green; Lime; Orange; Pink; Purple; Red; Teal; Yellow ,point size: 0.7 Mm ,Color (Barrel): Assorted ,point type: Medium ,click style: Top ,erasable: No ,grip type: Cushioned ,ink type: Gel ,refillable: No ,retractable: Yes ,Smudge Resistant: Yes ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: Yes ,Product Line: Inkjoy ,material family: Plastic ,quantity: 14 ,brand name: Paper Mate ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Gel Pen"
EXPO®Low-OdorDry-EraseMarkers ChiselPoint AssortedColors PackOf12, $11.99 ,"Item :528712 ,OfficeMax :20742252,Manufacturer :81043 ,Color (Ink): Aqua; Black; Blue; Brown; Green; Lime; Orange; Pink; Plum; Pumpkin; Purple; Red ,point type: Chisel ,retractable: No ,grip type: None ,Eraser Tip: No ,Barrel Type: Tank ,magnetic: No ,odorless: No ,pocket clip: No ,scented: No ,visible ink supply: No ,Product Line: Low Odor ,washable: Yes ,quantity: 12 ,brand name: Expo ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Dry-Erase Marker ,Marker Point Style: Chisel ,Certifications & Standards: ,Product Name: Low Odor Markers"
Ticonderoga®Pencils Pre-Sharpened #2SoftLead YellowBarrel BoxOf30, $8.49 ,"Item :760452 ,OfficeMax :23090076,Manufacturer :13830 ,Color (Barrel): Yellow ,primary material: Wood ,material family: Wood ,eraser included: Yes ,grip type: Hexagonal ,lead type: 2 Soft ,Material (barrel): Wood ,presharpened: Yes ,Product Line: Pencils ,quantity: 30 ,brand name: Ticonderoga ,Eco Label Standard: PMA ,manufacturer: DIXON TICONDEROGA COMPANY ,Product Type: Standard Pencil ,Finishing: Satin ,Lead Degree (Hardness): 2"
Sharpie®Accent®Tank-StyleHighlighters FluorescentYellow PackOf4, $3.99 ,"Item :548041 ,OfficeMax :10022664,Manufacturer :25164PP ,quantity: 4 ,point type: Chisel ,Color (Ink): Fluorescent Yellow ,Barrel Type: Tank ,erasable: No ,odorless: Yes ,refillable: No ,retractable: No ,washable: No ,Product Line: Accent ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,Product Type: Highlighter"
OfficeDepot®BrandEraserCaps Red PackOf12EraserCaps, $0.50 ,"Item :206503 ,OfficeMax :24987944,Manufacturer :RW206503 ,color: Red ,primary material: Rubber ,Smudge Resistant: Yes ,material family: Rubber ,Latex Free: Yes ,Recommended Medium: Lead ,Product Line: Eraser Caps ,quantity: 12 ,brand name: Office Depot ,Distributed By: Office Depot Inc. ,Product Type: Cap Eraser"
X-ACTO®MightyMite®ElectricPencilSharpener Gray, $13.99 ,"Item :1374760 ,OfficeMax :21086673,Manufacturer :19501 ,color: Gray ,primary material: Plastic ,material family: Multimaterial ,automatic start/stop: Yes ,Material (Cutter): Steel ,overload protection: Yes ,Warranty: 2-Year Limited ,Product Line: Mighty Mite ,power source: AC Adapter ,quantity: 1 ,brand name: X-Acto ,Product Type: Electric Pencil Sharpener"
Sharpie®FinePointPermanentMarkers GrayBarrel BlackInk PackOf5, $3.49 ,"Item :134000 ,OfficeMax :10014398,Manufacturer :30665 ,quantity: 5 ,point type: Fine ,Color (Barrel): Gray ,Color (Ink): Black ,pocket clip: Yes ,erasable: No ,grip type: Contoured ,Low Viscosity: No ,magnetic: No ,odorless: No ,Permanent: Yes ,Pressure-Resistant Tip: Yes ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,visible ink supply: No ,washable: No ,ink type: Liquid ,Product Line: Sharpie Permanent Markers ,marker type: Permanent ,Quick Drying: Yes ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Marker Pen ,Marker Point: Fine"
BIC®Wite-Out®Quick-DryCorrectionFluid 20mLBottles White PackOf2, $3.99 ,"Item :903598 ,OfficeMax :22130043,Manufacturer :WOFQDP24 ,quantity: 2 ,color: White ,contents per unit: 0.68 fl oz ,Product Line: Wite-Out Quick Dry ,brand name: BIC ,manufacturer: BIC CORP ,Product Type: Correction Fluid"
Cra-Z-ArtPlasticSchoolBox 2-3/16”Hx5-3/16”Wx8”D Clear, $1.99 ,"Item :2835962 ,Manufacturer :11445 ,primary material: Plastic ,color: Clear ,material family: Plastic ,closure type: Clasp ,number of holes punched: 0 ,width: 5-3/16 in. ,depth: 8 in. ,height: 2-3/16 in. ,Product Line: Plastic School Boxes ,quantity: 1 ,brand name: Cra-Z-Art ,manufacturer: LAROSE INDUSTRIES LLC ,Product Type: Pencil Box"
PaperMate®Sharpwriter®MechanicalPencils 0.7mm #2Lead YellowBarrel PackOf12, $3.99 ,"Item :181529 ,OfficeMax :10010490,Manufacturer :30301 ,Lead Size: 0.7 mm ,quantity: 12 ,Color (Barrel): Yellow ,eraser included: Yes ,grip type: Ribbed ,refillable: No ,retractable: No ,pocket clip: Yes ,Product Line: SharpWriter ,brand name: Paper Mate ,manufacturer: NEWELL BRANDS INC. ,Product Type: Mechanical Pencil"
PaperMate®Profile™RetractableBallpointPens BoldPoint 1.4mm TranslucentBlackBarrel BlackInk PackOf12, $8.99 ,"Item :307928 ,OfficeMax :21011441,Manufacturer :89465 ,point size: 1.4 Mm ,Color (Barrel): Translucent Black ,point type: Bold ,Color (Ink): Black ,click style: Top ,erasable: No ,grip type: Rubberized ,ink type: Dye Based ,refillable: Yes ,retractable: Yes ,Smudge Resistant: Yes ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: No ,Product Line: Paper Mate Profile ,Ultra-Low Viscosity (ULV): No ,material family: Plastic ,Quick Drying: Yes ,quantity: 12 ,brand name: Paper Mate ,manufacturer: NEWELL BRANDS INC. ,Product Type: Ballpoint Pen ,pen point size: 1.4 ,assembly required: No ,Product Model: 89465 ,Product Name: Retractable Profile Ballpoint Pens ,Additional Information:"
Sharpie®PermanentFine-PointMarkers AssortedColors PackOf24Markers, $14.99 ,"Item :717936 ,OfficeMax :20794204,Manufacturer :2033573 ,point type: Fine ,Color (Barrel): Gray ,Color (Ink): Berry; Black; Blue; Celestial Gray; Boysenberry; Brown; Dark Matter Gray; Green; Lime; Magenta; Intergalactic Indigo; Galaxy Green; Navy; Martian Green; Orange; Venus Green; Rocket Fuel Red; Purple; Red; Orion Orange; Solar Flare Red; Turquoise; Jupiter Red; Yellow ,pocket clip: Yes ,erasable: No ,grip type: Contoured ,Low Viscosity: No ,magnetic: No ,odorless: No ,Permanent: Yes ,Pressure-Resistant Tip: Yes ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,visible ink supply: No ,washable: No ,ink type: Liquid ,Product Line: Sharpie Permanent Markers ,marker type: Permanent ,Quick Drying: Yes ,quantity: 24 ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Marker Pen"
ScholasticWashableMarkers BroadTip AssortedColors PackOf10, $0.89 ,"Item :278568 ,OfficeMax :24507632,Manufacturer :SFTC-MK-10C(1) ,Color (Barrel): White ,Color (Ink): Assorted ,erasable: No ,grip type: None ,Low Viscosity: Yes ,marker type: Marking ,odorless: Yes ,point type: Broad ,refillable: No ,retractable: No ,scented: No ,washable: Yes ,ink type: Liquid ,quantity: 10 ,brand name: Scholastic ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,Product Type: Art Marker"
PaperMate®Clearpoint®MechanicalPencil 0.7mm #2Lead AssortedBarrelColors PackOf2, $3.99 ,"Item :862489 ,OfficeMax :20768992,Manufacturer :56047PP/1964045 ,Lead Size: 0.7 mm ,quantity: 2 ,Color (Barrel): Assorted ,eraser included: Yes ,grip type: Ribbed ,refillable: Yes ,retractable: Yes ,pocket clip: Yes ,Product Line: Clearpoint Mechanical Pencils ,material family: Plastic ,brand name: Paper Mate ,manufacturer: NEWELL BRANDS INC. ,Product Type: Mechanical Pencil"
Crayola®WashableMarkers BroadLine AssortedClassicColors BoxOf12, $8.49 ,"Item :361200 ,OfficeMax :10017670,Manufacturer :58-7812 ,Color (Barrel): White ,Color (Ink): Assorted ,odorless: No ,washable: Yes ,quantity: 12 ,brand name: Crayola ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,Product Type: Art Marker ,assembly required: No ,Certifications & Standards: ,ink color: Assorted; Orange; Yellow; Green; Blue; Violet; Brown; Black; Gray; Flamingo Pink; Sandy Tan ,Marker Point: Broad ,Marker Point Style: Conical"
OfficeDepot®BrandPermanentMarkers ChiselPoint 100%Recycled BlackInk PackOf12, $9.49 ,"Item :128817 ,OfficeMax :24957496,Manufacturer :PY106605-BK ,point type: Chisel ,Color (Barrel): Black ,Color (Ink): Black ,pocket clip: No ,erasable: No ,grip type: None ,Low Viscosity: No ,magnetic: No ,Permanent: Yes ,refillable: No ,retractable: No ,washable: No ,ink type: Liquid ,marker type: Permanent ,quantity: 12 ,brand name: Office Depot ,Distributed By: Office Depot Inc. ,Eco-conscious: Recycled Content; Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,Post Consumer Recycled Content Percentage: 100 % ,Product Type: Marker Pen ,Total Recycled Content Percentage: 100 %"
OfficeDepot®Double-HoleManualPencilSharpener AssortedColors, $2.09 ,"Item :891993 ,OfficeMax :25540102,Manufacturer :APS0500N ,color: Blue; Black; Purple; Red ,primary material: Plastic ,material family: Plastic ,Material (Cutter): Steel ,Number Of Holes: 2 ,Opening Type: Snap ,Recommended Sharpener Use: Oversized Pencils; Standard Pencils ,depth: 1 in. ,height: 2.75 in. ,width: 1.75 in. ,Product Line: Double-Hole Manual Pencil Sharpener ,quantity: 1 ,brand name: Office Depot ,Distributed By: Office Depot Inc. ,manufacturer: OFFICE DEPOT ,Product Type: Manual Pencil Sharpener"
Sharpie®LiquidAccent®Pen-StyleHighlighters AssortedColors PackOf10, $8.99 ,"Item :823213 ,OfficeMax :20621007,Manufacturer :24415 ,quantity: 10 ,point type: Chisel ,Color (Ink): Berry; Coral; Fluorescent Green; Fluorescent Orange; Fluorescent Pink; Fluorescent Yellow; Indigo; Purple; Red; Turquoise Blue ,Smudge Resistant: Yes ,Product Line: Liquid Accent ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Highlighter"
Pentel®Hi-PolymerErasers White PackOf4, $3.79 ,"Item :707694 ,OfficeMax :25103450,Manufacturer :ZEH10BP4 ,color: White ,primary material: Polymer ,Recommended Medium: Lead ,Smudge Resistant: Yes ,material family: Plastic ,Latex Free: Yes ,quantity: 4 ,brand name: Pentel ,manufacturer: PENTEL OF AMERICA, LTD. ,Product Type: Cube Eraser"
OfficeDepot®Brand100%RecycledLow-OdorDry-EraseMarkers ChiselPoint Black PackOf5, $2.99 ,"Item :469802 ,OfficeMax :24987962,Manufacturer :W-3113BK5 ,quantity: 5 ,Color (Barrel): White ,Color (Ink): Black ,point type: Chisel ,retractable: No ,grip type: Resin ,magnetic: No ,odorless: No ,pocket clip: No ,scented: No ,visible ink supply: No ,Product Line: Low Odor ,washable: No ,brand name: Office Depot ,Distributed By: Office Depot Inc. ,Eco-conscious: Recycled Content; Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,Post Consumer Recycled Content Percentage: 50 % ,Product Type: Dry-Erase Marker ,Total Recycled Content Percentage: 100 %"
"InnovativeStorageDesignsStretchPencilAndRulerBox 131/2""x49/10""x21/2"" AssortedColors(NoColorChoice)", $4.99 ,"Item :346170 ,OfficeMax :24988916,Manufacturer :65344 ,primary material: Plastic ,color: Blue; Clear; Green; Pink ,material family: Plastic ,closure type: Snap ,inside pockets: No ,number of holes punched: 0 ,width: 13.5 in. ,depth: 2.4 in. ,height: 5.4 in. ,Lockable: No ,Product Line: Storage Designs Stretch Pencil And Ruler Box ,quantity: 1 ,brand name: Innovative Storage Designs ,manufacturer: ADVANTUS CORP. ,Product Type: Pencil Box"
Pilot®G-2™RetractableGelPens FinePoint 0.7mm ClearBarrels BlackInk PackOf4Pens, $8.99 ,"Item :758111 ,OfficeMax :20051541,Manufacturer :31057 ,point size: 0.7 Mm ,Color (Barrel): Clear ,point type: Fine ,Color (Ink): Black ,click style: Top ,erasable: No ,grip type: Rubberized ,ink type: Gel ,refillable: Yes ,retractable: Yes ,Smudge Resistant: Yes ,pocket clip: Yes ,visible ink supply: Yes ,Product Line: G2 ,Quick Drying: Yes ,quantity: 4 ,brand name: Pilot ,manufacturer: PILOT CORPORATION OF AMERICA ,Product Type: Roller Pen ,assembly required: No ,ink color: Black ,Pen Point: Fine ,pen point size: 0.7"
Crayola®Ultra-CleanWashableMarkers FineTip AssortedClassicColors BoxOf10, $7.49 ,"Item :4682034 ,OfficeMax :24447305,Manufacturer :587852 ,Color (Barrel): Assorted ,Color (Ink): Assorted ,odorless: Yes ,point type: Fine ,washable: Yes ,Product Line: Ultra-Clean ,quantity: 10 ,brand name: Crayola ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: CRAYOLA LLC ,Product Type: Art Marker"
Sharpie®PermanentFine-PointMarkers AssortedColors PackOf5Markers, $3.49 ,"Item :553248 ,OfficeMax :10017242,Manufacturer :30653 ,quantity: 5 ,point type: Fine ,Color (Barrel): Gray ,Color (Ink): Black; Blue; Green; Red ,pocket clip: Yes ,erasable: No ,grip type: Resin ,Low Viscosity: Yes ,magnetic: No ,Permanent: Yes ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,visible ink supply: No ,washable: No ,ink type: Liquid ,Product Line: Twin Tip ,marker type: Permanent ,brand name: Sharpie ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Marker Pen"
PaperMate®Flair®Porous-PointPens MediumPoint 0.7mm BlackBarrel BlackInk PackOf12Pens, $11.99 ,"Item :182741 ,OfficeMax :10000134,Manufacturer :8430152 ,point size: 0.7 Mm ,Color (Barrel): Black ,point type: Medium ,Color (Ink): Black ,erasable: No ,grip type: Contoured ,ink type: Water Based ,refillable: No ,retractable: No ,Smudge Resistant: Yes ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: No ,Product Line: Flair ,material family: Plastic ,Quick Drying: Yes ,quantity: 12 ,brand name: Paper Mate ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: NEWELL BRANDS INC. ,Product Type: Ballpoint Pen"
Pentel®SuperHi-Polymer®Leads 0.7mm Medium HB 30LeadsPerTube PackOf3Tubes, $6.59 ,"Item :654696 ,OfficeMax :10013727,Manufacturer :C27BPHB3-D3 ,color: Gray ,Lead Size: 0.7 mm ,lead type: HB ,Product Line: Super Hi-Polymer ,quantity: 3 ,brand name: Pentel ,Eco-conscious: Recycled Content ,manufacturer: PENTEL OF AMERICA, LTD. ,Product Type: Mechanical Pencil Refill ,Total Recycled Content Percentage: 100 % ,assembly required: No ,lead color: Black ,Pencil Refill Grade: HB ,Pencil Refill Point Type: Medium"
EXPO®Low-OdorDry-EraseMarkers Ultra-FinePoint AssortedColors PackOf8, $12.99 ,"Item :755218 ,OfficeMax :24656560,Manufacturer :1884309 ,quantity: 8 ,Color (Ink): Assorted ,point type: Ultra Fine ,retractable: No ,grip type: Contoured ,Eraser Tip: No ,Barrel Type: Stick ,magnetic: No ,odorless: No ,pocket clip: No ,scented: No ,visible ink supply: No ,Product Line: Low Odor ,washable: No ,brand name: Expo ,manufacturer: NEWELL BRANDS INC. ,Product Type: Dry-Erase Marker ,Product Name: Low Odor Markers ,Certifications & Standards: ,Marker Point: Ultra Fine"
Ticonderoga®BeginnerPencils Presharpened #2Lead MediumSoft Packof4, $2.99 ,"Item :725368 ,OfficeMax :21232916,Manufacturer :33309 ,Color (Barrel): Yellow ,primary material: Wood ,material family: Wood ,eraser included: Yes ,grip type: Ergonomic ,lead type: 2 Soft ,Material (barrel): Wood ,presharpened: Yes ,Product Line: My First ,quantity: 4 ,brand name: Ticonderoga ,Eco-conscious: Less Harsh Chemicals ,Eco Label Standard: Certified AP Nontoxic ,manufacturer: DIXON TICONDEROGA COMPANY ,Product Type: Standard Pencil"
Sharpie®SGelPens MediumPoint 1.0mm BlackBarrel BlackInk PackOf12Pens, $14.99 ,"Item :8013877 ,Manufacturer :2096149 ,point size: 1.0 mm ,Color (Ink): Black ,Color (Barrel): Black ,point type: Bold ,click style: Top ,erasable: No ,grip type: Contoured ,ink type: Gel ,refillable: No ,retractable: Yes ,Smudge Resistant: Yes ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: No ,Product Line: S Gel ,material family: Plastic ,Quick Drying: Yes ,quantity: 12 ,brand name: Sharpie ,manufacturer: NEWELL BRANDS INC. ,Product Type: Gel Pen"
TUL®GLSeriesRetractableGelPens MixedMetals MediumPoint 0.7mm BlackBarrel BlackInk PackOf4Pens, $8.19 ,"Item :105209 ,OfficeMax :25563239,Manufacturer :TULMXG4A ,Color (Ink): Black ,point size: 0.7 Mm ,Color (Barrel): Black/Mixed Metals ,point type: Medium ,click style: Top ,erasable: No ,grip type: Cushioned ,ink type: Gel ,refillable: Yes ,retractable: Yes ,Smudge Resistant: Yes ,Material (barrel): Plastic ,pocket clip: Yes ,visible ink supply: No ,Product Line: Retractable Gel ,material family: Plastic ,Quick Drying: Yes ,quantity: 4 ,brand name: TUL ,Distributed By: Office Depot Inc. ,manufacturer: OFFICE DEPOT ,Product Type: Gel Pen"
X-Acto®MightyMiteBatteryPencilSharpener AssortedColors, $10.49 ,"Item :162527 ,OfficeMax :25007634,Manufacturer :19510T ,color: Assorted ,primary material: Plastic ,material family: Plastic ,automatic start/stop: Yes ,Material (Cutter): Steel ,overload protection: No ,Recommended Sharpener Use: Standard Pencils ,Warranty: 2-Year Limited ,Product Line: Mighty Mite ,power source: Battery ,quantity: 1 ,brand name: X-Acto ,manufacturer: NEWELL BRANDS INC. ,Product Type: Electric Pencil Sharpener"
"PaperMate®LiquidPaper®DryLine®GripCorrectionTape SingleLine 335"" White PackOf2", $7.99 ,"Item :254089 ,OfficeMax :10119551,Manufacturer :6624 ,length: 335 in. ,quantity: 2 ,color: White ,line coverage: 1 ,Material (Dispenser): Plastic ,refillable: No ,width: 1/5 in. ,Product Line: Liquid Paper Dryline ,material family: Plastic Poly ,brand name: Paper Mate ,manufacturer: NEWELL BRANDS INC. ,Product Type: Correction Tape ,Additional Information: ,assembly required: No ,Product Name: Dryline Grip Correction Tape ,tape color: White ,tape length: 8509"
